Name,Symbol,Price (USD),Market Cap (USD),Volume 24h (USD),Percent Change 24h (%),Circulating Supply,Total Supply,Max Supply,Last Update (DATE),Source
KiteAI,KITEAI,1.0090533634227608e-06,0.0,187851.30334667,-7.37008996,0.0,10000000000000,10000000000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
Vera,VERA,0.0002218944890974443,0.0,185832.41233447,-20.98759532,0.0,1000000000,1000000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
Mazze,MAZZE,0.0023075035650646477,0.0,187365.72693674,-17.45141371,0.0,5000000000,,2024-12-19T23:59:00.000Z,CoinMarketCap
Mohameme Bit Salman,SALMAN,2.497027205455449e-07,0.0,185156.28060244,-0.08709928,0.0,420690000000,420690000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
Talentum,TAL,207.2014756301811,0.0,186784.04461924,-1.41549634,0.0,25000000,25000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
Real Games,RG,0.0022635872473297717,0.0,186765.54320142,-11.73111108,0.0,1500000000,1500000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
Groggo By Matt Furie,GROGGO,0.001817774591673215,0.0,186257.51579857,-6.17428177,0.0,371840000,420690000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
Dawg Coin,DAWG,0.0009808664477251154,0.0,185708.4522881,-8.10192531,0.0,1000000000,1000000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
Xahau,XAH,0.07603182047925781,0.0,186157.69913715,-19.19665184,0.0,595157431.223865,612046325.422255,2024-12-19T23:59:00.000Z,CoinMarketCap
PIZA (Ordinals),PIZA,0.10004316070732168,0.0,186310.08944463,-19.51230264,0.0,21000000,21000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
NORMIE,NORMIE,0.00587596996626478,0.0,185454.26499155,-6.1424209,0.0,1000000000,1000000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
BOBER,BOBER,0.0007412709631346619,0.0,185189.12178111,0.43485893,0.0,6969393998,6969393998.0,2024-12-19T23:59:00.000Z,CoinMarketCap
Thing,THING,7.164585870410648e-08,0.0,185799.81427571,1.20134442,0.0,1000000000000,1000000000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
DOVU,DOVU,0.0017686444022650483,0.0,184665.14544573,6.7029993,0.0,10000000000,10000000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
Shib2.0,SHIB2.0,1.362925933239467e-09,0.0,183925.39545018,6.87314771,0.0,420690000000000,420690000000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
Snapmuse.io,SMX,0.0029348204744560377,0.0,183016.8558329,-2.97792178,0.0,500000000,500000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
BinaryX (old),BNX,53.25902796968526,0.0,182389.67304234,-4.3413619,0.0,6214825.31852449,21000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
HIPPOP,HIP,0.00021643530516109503,0.0,182264.43484833,-9.25918115,0.0,1250000000,1250000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
KCAL,KCAL,0.03971588014536767,0.0,181925.21534616,-8.24688363,0.0,50000000,50000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
PEPE (Ordinals),PEPEBRC,0.06573018355138854,0.0,181466.41261843,-4.43307645,0.0,42069000,42069000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
snake,SNAKE,1235.8456318109866,0.0,181209.69533411,-18.1750468,0.0,500,500.0,2024-12-19T23:59:00.000Z,CoinMarketCap
Kasper the Ghost of Kaspa,KASPER,0.00018523175562856786,0.0,180836.39784815,-9.03915385,0.0,28700000000,28700000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
Chappyz,CHAPZ,0.0010124243234316435,0.0,180753.10811787,1.51557713,0.0,10000000000,10000000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
melo,MELO,1.5905078827439398e-06,0.0,180005.14830858,-8.66279998,0.0,420690000000,420690000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
Source,SOURCE,0.0018103513520708458,0.0,179515.08437177,-6.6328183,0.0,521246126.182435,1043556906.0,2024-12-19T23:59:00.000Z,CoinMarketCap
GenomesDao,GENOME,0.01823994505080555,0.0,179023.51007953,-11.41003487,0.0,1000000000,,2024-12-19T23:59:00.000Z,CoinMarketCap
AladdinDAO,ALD,0.06795124357326376,0.0,179018.12879486,-26.05663353,0.0,149991806,999978240.0,2024-12-19T23:59:00.000Z,CoinMarketCap
UDAO,UDAO,0.13025090382655788,0.0,178957.70246982,0.28621088,0.0,200000000,,2024-12-19T23:59:00.000Z,CoinMarketCap
Governance OHM,GOHM,4801.98436232776,0.0,178766.45782012,-10.65582149,0.0,113153.19050536,,2024-12-19T23:59:00.000Z,CoinMarketCap
ChompCoin,CHOMP,0.07730750912202959,0.0,178423.23078144,-2.73887997,0.0,100000000,100000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
Baby Shiro Neko,BABYSHIRO,0.00046509406584369957,0.0,178162.50523586,-17.33667784,0.0,1000000000,1000000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
Evulus Token,EVU,0.002898621704426074,0.0,178078.88171673,0.01119691,0.0,42000000,42000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
AS Monaco Fan Token,ASM,0.6220157690971052,0.0,177937.26368004,-5.45855301,0.0,10000000,,2024-12-19T23:59:00.000Z,CoinMarketCap
Lunarlens coin,LUNARLENS,0.0027752014450071823,0.0,177555.75233827,-10.61824948,0.0,109210000,109210000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
JUNO,JUNO,0.15031992648605505,0.0,177547.62904052,-5.11275457,0.0,110520000,185562268.0,2024-12-19T23:59:00.000Z,CoinMarketCap
Fefe,FEFE,0.008437671415867981,0.0,176770.27962174,2.14704123,0.0,420690000,420690000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
MAGA 2024,MAGA,3.016095729327115e-09,0.0,176539.27161957,-15.7878602,0.0,202400000000000,202400000000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
Crazy Frog,CRAZY,0.00017657347446951564,0.0,179223.63656913,-9.43247748,0.0,1000000000,1000000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
NASDEX,NSDX,0.024036580848583483,0.0,176424.18559593,18.15757418,0.0,60000000,100000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
Obortech,OBOT,0.029868821716655173,0.0,176006.40964708,-10.2090494,0.0,300000000,300000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
STASH INU,STASH,0.0001543458517123588,0.0,175928.13514269,-16.48839283,0.0,9399875885.18,,2024-12-19T23:58:00.000Z,CoinMarketCap
Mikawa Inu,SHIKOKU,8.97459469656209e-10,0.0,175172.57255293,-4.38975718,0.0,999997460503298,999997460503298.0,2024-12-19T23:59:00.000Z,CoinMarketCap
LABUBU SOL,LABUBU,0.0008554403608680493,0.0,175075.43646509,-13.55424151,0.0,999980482,999980482.0,2024-12-19T23:59:00.000Z,CoinMarketCap
Gemini,GEMINI,0.006458714676289394,0.0,174934.83576181,-25.30785587,0.0,999884643,999999999.0,2024-12-19T23:59:00.000Z,CoinMarketCap
Costco Hot Dog,COST,0.002204092825543694,0.0,173141.38955207,-6.29170264,0.0,949397107,,2024-12-19T23:59:00.000Z,CoinMarketCap
FOMO 3D,FOMO3D.FUN,0.011380497809163285,0.0,174240.59455915,4.75820504,0.0,991140876,991140876.0,2024-12-19T23:59:00.000Z,CoinMarketCap
Digital Swiss Franc,DSFR,0.0036840933597461754,0.0,174208.09758378,-0.03918565,0.0,9000000000,9000000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
GoGoPool,GGP,9.403317381730036,0.0,173859.51622722,-13.0696688,0.0,18000000,22500000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
C-cash,CCASH,0.0017265608724330943,0.0,173006.32052428,-1.91913982,0.0,10000000000,10000000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
Voltage Finance,VOLT,6.508630743757173e-05,0.0,173710.6062062,-8.23498637,0.0,8606406637,,2024-12-19T23:59:00.000Z,CoinMarketCap
THE LAND ELF Crossing,ELF,0.014148729213020189,0.0,172551.07089823,-2.64402764,0.0,1000000000,1000000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
ENO,ENO,0.39571864972422255,0.0,173221.41908775,-1.26477448,0.0,25000000,,2024-12-19T23:59:00.000Z,CoinMarketCap
UAHg,UAHG,0.022958353837236736,0.0,172908.41353926,-0.79210278,0.0,30658000,30658000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
Libertum,LBM,0.07180322118988378,0.0,172809.46190567,0.09186444,0.0,200000000,200000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
DOGAI,DOGAI,0.0006522498477853363,0.0,172613.09940135,7.41674221,0.0,999977538,999977538.0,2024-12-19T23:59:00.000Z,CoinMarketCap
Pepe,PEPE,0.0029528300851819535,0.0,171444.60965529,-17.38187137,0.0,1000000000,,2024-12-19T23:59:00.000Z,CoinMarketCap
Agents AI,AGENT,0.005302290891605127,0.0,172393.45270182,9.50297572,0.0,1000000000,1000000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
Bullieverse,$BULL,0.002942394964178049,0.0,172086.67646944,-15.70832592,0.0,1000000000,1000000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
Zuzalu Inu,ZUZALU,0.0006735599374507704,0.0,172128.20967123,-12.12235051,0.0,1000000000,1000000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
spurdo,SPURDO,1.839307447989671e-09,0.0,174112.62118063,0.90203734,0.0,69000000000000,69000000000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
Florence Finance Medici,FFM,0.02984448996607029,0.0,177109.22052634,-4.25769753,0.0,1000000000,,2024-12-19T23:59:00.000Z,CoinMarketCap
President Donald J. Trump,PDJT,0.000698376573023737,0.0,173943.59041185,-0.15428341,0.0,333000000,333000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
LiquidDriver,LQDR,0.8100163712682372,0.0,171449.79955719,-27.10129512,0.0,8974413,30000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
SedraCoin,SDR,0.00010024475224035013,0.0,171608.497974,-3.37801394,0.0,18298714064.133266,,2024-12-19T23:59:00.000Z,CoinMarketCap
Coloniume Network,CLNX,0.13667531084473541,0.0,174779.42563814,-0.60247349,0.0,211712222,1000000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
Agent YP by Virtuals,AIYP,0.007460095794500385,0.0,169976.5049234,-11.32251773,0.0,1000000000,1000000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
Morty,MORTY,0.00014868662750947307,0.0,169764.3015113,-1.12614179,0.0,999994328,999994328.0,2024-12-19T23:59:00.000Z,CoinMarketCap
SAFE(AnWang),SAFE,3.387120424467762,0.0,168968.96551412,-1.73245436,0.0,2657730.94,,2024-12-19T23:59:00.000Z,CoinMarketCap
Blobana Pet,BLOB,0.00023031540518417729,0.0,168856.60056737,-22.1925674,0.0,100000000,100000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
KabosuCoin (ERC),KABOSU,7.102866931151177e-07,0.0,168761.96590676,-7.81604494,0.0,420690000000,420690000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
MOST Global,MOST,0.9706965828838527,0.0,168706.28686036,0.12763125,0.0,3586913.449502,3586913.449502,2024-12-19T23:59:00.000Z,CoinMarketCap
Sivasspor Token,SIV,0.12360585521271605,0.0,168635.91689799,10.99048479,0.0,599529,1000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
WATER,$WATER,1.8177039979498345e-05,0.0,167943.83824924,-11.06821557,0.0,88888872201,88888872201.0,2024-12-19T23:59:00.000Z,CoinMarketCap
Teleport System Token,TST,0.008151007621758653,0.0,167352.06108363,-10.72026556,0.0,1000000000,,2024-12-19T23:59:00.000Z,CoinMarketCap
Fideum,FI,0.0038331262234302436,0.0,167357.9942604,-6.08067231,0.0,4000000000,4000000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
Peanie,PEANIE,0.001351681726883184,0.0,167746.30190816,9.35166077,0.0,1000000000,,2024-12-19T23:59:00.000Z,CoinMarketCap
MAGA,PEOPLE,0.00022333552532465803,0.0,166920.7543826,134.82398806,0.0,500000000000,500000000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
Weave6,WX,0.00018817635549233795,0.0,166443.9133134,1.77451894,0.0,1000000000,1000000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
Aurix,AUR,0.9949980475295063,0.0,166259.5019245,-1.62689459,0.0,17000000,20000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
Metal Blockchain,METAL,0.08675052241598176,0.0,165849.92589388,-7.95400944,0.0,333333333,666666666.0,2024-12-19T23:59:00.000Z,CoinMarketCap
Maya,MAYA,0.00016974502110229486,0.0,165680.34913841,-5.95114175,0.0,999980189.415586,1000000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
PUGGY Coin,PUGGY,9.984588948266874e-07,0.0,164498.15164527,-8.28930012,0.0,88888888888,88888888888.0,2024-12-19T23:59:00.000Z,CoinMarketCap
A.I Genesis,AIG,1.444337120405009,0.0,164353.76055005,0.57640316,0.0,111000000,111000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
Trump47,TRUMP47,0.000175373170225189,0.0,164166.13385668,-81.02686648,0.0,47000000000,47000000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
SmartMesh,SMT,0.0029650465897372437,0.0,164001.97748693,-3.86921025,0.0,3141592653,,2024-12-19T23:59:00.000Z,CoinMarketCap
Ents,ENTS,0.0001486290452867452,0.0,163213.19501091,-4.68892484,0.0,0,10000000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
Virtual Tourist,VT,0.012889185298159795,0.0,163207.22297027,-21.87389116,0.0,300000000,300000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
Aquarius,AQUA,0.0010299740586190934,0.0,163256.448238,-6.2971785,0.0,99971352710,99999995240.0,2024-12-19T23:59:00.000Z,CoinMarketCap
TROPPY,TROPPY,2.8866644813726077e-06,0.0,162372.8130539,2.75999259,0.0,420690000000,420690000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
Sendor,SENDOR,0.0018372121893826582,0.0,162637.71443137,-17.52912325,0.0,990189853,1000000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
Rebase GG,IRL,0.025602502745885176,0.0,162581.3727166,-6.8646774,0.0,500000000,,2024-12-19T23:59:00.000Z,CoinMarketCap
Reality Spiral,RSP,5.167142964095872e-06,0.0,162178.01372538,-15.81718432,0.0,1000000000000,1000000000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
Mumu,MUMU,3.736910043864357e-09,0.0,161779.84654617,-0.57308724,0.0,1000000000000000,1000000000000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
ORC,ORC,0.003003431808650315,0.0,161035.79700193,-13.73600581,0.0,1000000000,1000000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
Angle Protocol,EURA,1.0389242030726622,0.0,161462.17749642,0.40521783,0.0,27055701,,2024-12-19T23:59:00.000Z,CoinMarketCap
COFFEE,COFFEE,0.09185181719471656,0.0,161210.39990535,-14.23538542,0.0,100000000,,2024-12-19T23:59:00.000Z,CoinMarketCap
SpecialMetalX,SMETX,1.4758948492427177,0.0,161036.97763581,-0.15240137,0.0,114816600,114816600.0,2024-12-19T23:59:00.000Z,CoinMarketCap
Harold,HAROLD,0.003942364203325994,0.0,160878.46491245,11.5089312,0.0,1000000000,1000000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
Zik coin,ZIK,0.00017340319309075737,0.0,160914.89126741,-5.15079327,0.0,10000000000000,10000000000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
Astroon,AST,0.004150387517384521,0.0,159573.09474462,-0.91299503,0.0,1000000000,1000000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
Fleabone,BONE,2.1214939755507015e-05,0.0,159109.72284699,-23.06546924,0.0,420690000000,420690000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
Solo,SOLO,0.005695699779258582,0.0,159039.45304873,-20.53364028,0.0,2000000000,2000000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
Vitreus,WVTRS,0.017957659120528543,0.0,158831.95030365,-0.70374861,0.0,608754871,608754871.0,2024-12-19T23:59:00.000Z,CoinMarketCap
MATAR AI,MATAR,0.5740215400537111,0.0,163749.40473801,7.95926683,0.0,21000000,21000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
walter,WALTER,0.001310658158756643,0.0,158650.40993926,-14.22752377,0.0,950127949,,2024-12-19T23:59:00.000Z,CoinMarketCap
VYPER.WIN,VYPER,0.008279511227804563,0.0,158065.31845946,-13.67128651,0.0,300000000,300000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
ARCS,ARX,0.0008433749107845788,0.0,157700.20681655,-11.5876297,0.0,400000000,,2024-12-19T23:59:00.000Z,CoinMarketCap
edeXa,EDX,0.0589032372439809,0.0,156827.14729916,-10.82751761,0.0,2500000000,10000000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
Based Yoda,BODA,1.618266877755342e-05,0.0,156024.2556706,-5.39941435,0.0,100000000000,100000000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
Sulaana,SUL,1.3547855430743427,0.0,155731.74744953,4.71458581,0.0,3000000,,2024-12-19T23:59:00.000Z,CoinMarketCap
Evin Token,EVIN,0.02025019208106411,0.0,155355.45049838,0.00219326,0.0,994999,994999.0,2024-12-19T23:59:00.000Z,CoinMarketCap
Shork,SHORK,0.0004614937244580984,0.0,153925.05367817,5.65300831,0.0,10000000000,10000000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
Edge Video AI,FAST,0.0067869749041139455,0.0,154763.15858229,-0.56136862,0.0,100000000,100000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
Aries,ARIES,0.0032794887122688456,0.0,154553.8161248,-27.46280843,0.0,999710181,999999999.0,2024-12-19T23:59:00.000Z,CoinMarketCap
Atua AI,TUA,0.0006165373226694339,0.0,154298.72487441,6.68446324,0.0,5000000000,5000000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
PepeBull,BEEF,2.378960590611366e-09,0.0,154832.6789095,-9.5237606,0.0,420690000000000,420690000000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
Note,NOTE,1.0405794911013144,0.0,153728.85345784,4.15294489,0.0,0,,2024-12-19T23:59:00.000Z,CoinMarketCap
TTcoin,TC,0.00015534499100909203,0.0,153717.56759777,-4.54857363,0.0,3828481635.39,,2024-12-19T23:59:00.000Z,CoinMarketCap
Brian,BRIAN,0.0033121612459252525,0.0,153594.88600127,-12.03865804,0.0,972000000,1000000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
Baby Tiger,BBT,0.002270528310284996,0.0,153235.38991205,-65.15963063,0.0,2000000000,,2024-12-19T23:59:00.000Z,CoinMarketCap
Love Earn Enjoy,LEE,1.9986273586923191,0.0,153156.72267134,0.46892721,0.0,7000000000,7000000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
Octopus Network,OCT,0.11881423445308846,0.0,152898.05333234,-13.38282188,0.0,100000000,100000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
Miss China,MSCHINA,0.0006744933191658806,0.0,152905.60801713,2.10662069,0.0,1000000000,1000000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
Sirius,SIRIUS,0.002538923521662502,0.0,152095.40852273,9.10001727,0.0,1000000000,1000000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
Seamans Token,SEAT,0.0005489141818804151,0.0,151858.35117811,-6.8844041,0.0,5000000000,5000000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
BABY XRP,BABYXRP,0.0013972664424756968,0.0,151652.83648804,42.36969404,0.0,1000000000,1000000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
SeaPad,SPT,0.05154630718107744,0.0,151492.70963328,-3.24717137,0.0,98600000,100000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
Playbux,PBUX,0.0254187610021032,0.0,151258.36300541,-8.91178224,0.0,400000000,400000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
IMO,IMO,2.0958101309436303,0.0,150979.72740467,2.82456046,0.0,19678029,20000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
Paribu Net,PRB,0.3529920614048356,0.0,150688.77050335,-7.59015816,0.0,0,,2024-12-19T23:59:00.000Z,CoinMarketCap
MixMob,MXM,0.010521667141823609,0.0,151543.77757364,-4.17146365,0.0,1000000000,,2024-12-19T23:59:00.000Z,CoinMarketCap
OBI Real Estate,OBICOIN,0.017856547646309024,0.0,149934.15662573,-18.33195878,0.0,1000000000,1000000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
NFINITY AI,NFNT,0.10959540004918168,0.0,149877.2029605,-5.75266136,0.0,100000000,,2024-12-19T23:59:00.000Z,CoinMarketCap
Safe Road Club AI,SRC,0.036876984294246615,0.0,149570.51261126,5.10176498,0.0,2000000,1000000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
Antalyaspor Token,AKREP,0.1272348211706114,0.0,149607.65420244,3.44078018,0.0,599553,1000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
DogLibre,DOGL,1.596153328720737e-07,0.0,149533.02222687,-23.95429953,0.0,500000000000000,,2024-12-19T23:59:00.000Z,CoinMarketCap
PokerFi,POKERFI,6.704149788916688e-05,0.0,148681.17561273,-3.63968333,0.0,7245000000,,2024-12-19T23:59:00.000Z,CoinMarketCap
Divergence,DIVER,0.011258910561149877,0.0,149446.59783518,-0.46814816,0.0,1000000000,1000000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
Syncvault,SVTS,0.14024589787873848,0.0,149298.74623453,-5.60577682,0.0,1000000000,1000000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
MATT,MATT,1.3848287446555111e-06,0.0,148703.89495258,1.43734158,0.0,100000000000,100000000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
Zygo the frog,ZYGO,0.00077860650945697,0.0,148839.9277848,-9.64103513,0.0,1000000000,1000000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
Medicle,MDI,0.009542866858326681,0.0,148708.73802252,-9.74168926,0.0,1000000000,1000000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
LuckysLeprecoin,LUCKYSLP,1.2687735386371274e-07,0.0,149761.70328921,-6.91345382,0.0,711000000000,711000000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
EaveAI,EAVE,0.7081484845575877,0.0,148096.37577225,-9.13310236,0.0,10000000,10000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
USK,USK,0.9422713181799576,0.0,148319.96885312,3.09565553,0.0,189159.374826,,2024-12-19T23:59:00.000Z,CoinMarketCap
BORED,BORED,0.0009872204797733283,0.0,148112.65731919,-5.61792328,0.0,3141592653,3141592653.0,2024-12-19T23:59:00.000Z,CoinMarketCap
Chinese Doge Wow,$CHIDO,0.003282638425057898,0.0,147940.74481169,-9.76127095,0.0,951479199.5717978,,2024-12-19T23:59:00.000Z,CoinMarketCap
Ronda On Sui,RONDA,0.00019206200421914164,0.0,147317.13963741,10.70228165,0.0,10000000000,10000000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
Lufina,FINA,0.10168250345387848,0.0,146670.92525854,-2.53457136,0.0,500000000,,2024-12-19T23:59:00.000Z,CoinMarketCap
piin  (Ordinals),PIIN,4.7182346990115965e-05,0.0,145835.62231577,-0.19402307,0.0,100000000000,,2024-12-19T23:59:00.000Z,CoinMarketCap
YieldBricks,YBR,0.11308986725608657,0.0,146602.07933055,-9.97291441,0.0,1000000000,1000000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
Bitcoin on Base,BTCB,0.6918236374904405,0.0,146601.37725105,-5.78689395,0.0,15840000,21000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
lifedog,LFDOG,0.008049694964343664,0.0,146394.1711345,-34.3331342,0.0,951999999,951999999.0,2024-12-19T23:59:00.000Z,CoinMarketCap
PrivateAI,PGPT,0.10175036215670338,0.0,146461.83009701,-2.78343961,0.0,33333333,100000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
Ordify,ORFY,0.06168603962041007,0.0,146151.30742293,2.84612405,0.0,100000000,100000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
888,888,0.09786890939784597,0.0,148041.03082477,-10.58554658,0.0,88888888,88888888.0,2024-12-19T23:59:00.000Z,CoinMarketCap
DOPE Coin,DOPE,0.0002545736113725043,0.0,145311.22862006,-2.06192449,0.0,420000000,420000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
Kingaru,KRU,0.004226890408492683,0.0,145300.54839116,5.65565265,0.0,1000000000,1000000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
Nasdaq420,NASDAQ420,0.006331307896968767,0.0,145476.40603879,-23.64765575,0.0,1000000000,,2024-12-19T23:59:00.000Z,CoinMarketCap
Chimpzee,CHMPZ,3.662102222663061e-05,0.0,145279.75787656,-0.91640731,0.0,20000000000,20000000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
Winnie the Poodle,WINNIE,0.007191134872547521,0.0,144145.99268746,-7.72645324,0.0,999998832,999998832.0,2024-12-19T23:59:00.000Z,CoinMarketCap
Idexo Token,IDO,0.022289401382310847,0.0,144408.5134084,0.4616978,0.0,0,100000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
BenefitMine,BFM,0.1570772041609225,0.0,143588.05953169,-0.3483469,0.0,300000000,300000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
jerry,JERRY,0.0005046378961207512,0.0,143787.64291568,3.39763769,0.0,1000000000,1000000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
TORA NEKO,TORA,0.0010425042888677226,0.0,141189.86857688,0.04043009,0.0,0,100000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
MISATO,MISATO,0.0019454863494449786,0.0,143666.24261785,-2.37577041,0.0,1000000000,1000000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
NALS (Ordinals),NALS,0.04755042015573183,0.0,143408.72958633,-10.97582637,0.0,21000000,21000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
Marvelous NFTs (Bad Days),MNFT,0.001718183003416697,0.0,142642.91308702,-1.42244983,0.0,275000000,275000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
The Resistance Cat,RECA,0.14142927590582585,0.0,143091.7927756,5.08034322,0.0,9977971,10000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
X2Y2,X2Y2,0.005165313458220726,0.0,142658.82858789,-8.08074546,0.0,582913889.59,1000000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
JennyCo,JCO,0.006501009172454847,0.0,142021.41114547,1.12557908,0.0,0,,2024-12-19T23:59:00.000Z,CoinMarketCap
Stick,STICK,0.00035093313118068784,0.0,141291.31362069,-6.53731372,0.0,1000000000,1000000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
Okayeg,OKAYEG,9.029221853150564e-06,0.0,142084.62445118,-9.73008822,0.0,420690000000,420690000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
Abraham Elite,ABRA,0.08193170806684823,0.0,141394.39185815,0.56714647,0.0,100000000,100000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
FluidTokens,FLDT,0.35126920895408703,0.0,141017.04478318,-7.67812683,0.0,100000000,100000000.0,2024-12-19T23:59:00.000Z,CoinMarketCap
